izhi
feature,num comps (before),mean (before),std (before),num comps (after),mean (after),std (after)
mean_frequency,18751,-0.13351628421408077,58.512321603738236,18751,-0.13351628421408077,58.512321603738236
adaptation_index,17693,-0.0009030783409870838,0.15897000407897838,17693,-0.0009030783409870838,0.15897000407897838
time_to_first_spike,18751,0.0047570796224201675,4.427796504126312,18751,0.0047570796224201675,4.427796504126312
mean_AP_amplitude,18751,0.04433676183997542,9.788463871270515,18751,0.04433676183997542,9.788463871270515
AHP_depth,18751,0.023347938712577225,9.69760964136989,18751,0.023347938712577225,9.69760964136989
spike_half_width,18751,-0.0001998373542657414,0.0725256854702545,18751,-0.0001998373542657414,0.0725256854702545
