hh_4p_easy
feature,num comps (before),mean (before),std (before),num comps (after),mean (after),std (after)
mean_frequency,25000,-0.6367819491383017,93.1005069972221,25000,-0.6367819491383017,93.1005069972221
adaptation_index,20351,0.000397509405757312,0.031836622306216054,20349,0.00039992176541454676,0.031646496094906634
time_to_first_spike,25000,-0.008152000000000104,8.11379343740632,25000,-0.008152000000000104,8.11379343740632
mean_AP_amplitude,16560,0.314687889427064,43.952199877836904,16560,0.314687889427064,43.952199877836904
AHP_depth,25000,-0.1479055008149612,30.991839330183375,25000,-0.1479055008149612,30.991839330183375
spike_half_width,24999,-0.0005627371380070106,2.881754915318372,24982,-0.005568303061730987,1.1525949337238817
