mean_frequency
24998
0.011129111625104812
14.569115648473737
time_to_first_spike
25000
0.07249200000000064
14.802995903192766
mean_AP_amplitude
24959
0.08392557010995551
13.224216480893501
AHP_depth
25000
0.1125749327526493
21.585126542860966
spike_half_width
24996
0.005154086983502183
0.7819226392355131
