mean_frequency
25000
-0.6367819491383017
93.1005069972221
time_to_first_spike
25000
-0.008152000000000104
8.11379343740632
mean_AP_amplitude
16560
0.314687889427064
43.952199877836904
AHP_depth
25000
-0.1479055008149612
30.991839330183375
spike_half_width
24982
-0.005568303061730987
1.1525949337238817
